WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/agentpp_config_mib.cpp', lineno='79', severity='warning', message='conversion to ‘unsigned int’ from ‘int’ may change the sign of the result [-Wsign-conversion]', column='23')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/sim_mib.cpp', lineno='148', severity='warning', message='use of old-style cast to ‘uint32_t’ {aka ‘unsigned int’} [-Wold-style-cast]', column='56')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_community_mib.cpp', lineno='330', severity='warning', message='declaration of ‘oid’ shadows a member of ‘Agentpp::snmpTargetAddrExtEntry’ [-Wshadow]', column='16')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_community_mib.cpp', lineno='457', severity='warning', message='conversion to ‘int’ from ‘unsigned int’ may change the sign of the result [-Wsign-conversion]', column='37')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_community_mib.cpp', lineno='457', severity='warning', message='conversion to ‘int’ from ‘unsigned int’ may change the sign of the result [-Wsign-conversion]', column='58')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_community_mib.cpp', lineno='457', severity='warning', message='conversion to ‘int’ from ‘unsigned int’ may change the sign of the result [-Wsign-conversion]', column='68')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_community_mib.cpp', lineno='461', severity='warning', message='conversion to ‘int’ from ‘unsigned int’ may change the sign of the result [-Wsign-conversion]', column='39')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_community_mib.cpp', lineno='461', severity='warning', message='conversion to ‘int’ from ‘unsigned int’ may change the sign of the result [-Wsign-conversion]', column='62')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_community_mib.cpp', lineno='461', severity='warning', message='conversion to ‘int’ from ‘unsigned int’ may change the sign of the result [-Wsign-conversion]', column='72')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_group.cpp', lineno='44', severity='warning', message='use of old-style cast to ‘long int’ [-Wold-style-cast]', column='89')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='88', severity='warning', message='use of old-style cast to ‘class Snmp_pp::Pdu*’ [-Wold-style-cast]', column='13')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='140', severity='warning', message='conversion to ‘int’ from ‘Snmp_pp::SmiUINT32’ {aka ‘unsigned int’} may change the sign of the result [-Wsign-conversion]', column='86')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='156', severity='warning', message='conversion from ‘long int’ to ‘int’ may change value [-Wconversion]', column='17')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='161', severity='warning', message='use of old-style cast to ‘unsigned char’ [-Wold-style-cast]', column='66')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='167', severity='warning', message='conversion to ‘size_t’ {aka ‘long unsigned int’} from ‘int’ may change the sign of the result [-Wsign-conversion]', column='24')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='209', severity='warning', message='use of old-style cast to ‘unsigned char’ [-Wold-style-cast]', column='34')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='219', severity='warning', message='use of old-style cast to ‘unsigned char’ [-Wold-style-cast]', column='54')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='220', severity='warning', message='use of old-style cast to ‘unsigned char’ [-Wold-style-cast]', column='34')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='230', severity='warning', message='use of old-style cast to ‘unsigned char’ [-Wold-style-cast]', column='54')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='231', severity='warning', message='use of old-style cast to ‘unsigned char’ [-Wold-style-cast]', column='55')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='232', severity='warning', message='use of old-style cast to ‘unsigned char’ [-Wold-style-cast]', column='48')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='242', severity='warning', message='use of old-style cast to ‘unsigned char’ [-Wold-style-cast]', column='54')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='243', severity='warning', message='use of old-style cast to ‘unsigned char’ [-Wold-style-cast]', column='56')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='244', severity='warning', message='use of old-style cast to ‘unsigned char’ [-Wold-style-cast]', column='55')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='245', severity='warning', message='use of old-style cast to ‘unsigned char’ [-Wold-style-cast]', column='48')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='255', severity='warning', message='use of old-style cast to ‘unsigned char’ [-Wold-style-cast]', column='54')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='256', severity='warning', message='use of old-style cast to ‘unsigned char’ [-Wold-style-cast]', column='56')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='257', severity='warning', message='use of old-style cast to ‘unsigned char’ [-Wold-style-cast]', column='56')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='258', severity='warning', message='use of old-style cast to ‘unsigned char’ [-Wold-style-cast]', column='55')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='259', severity='warning', message='use of old-style cast to ‘unsigned char’ [-Wold-style-cast]', column='48')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='262', severity='warning', message='conversion from ‘long int’ to ‘int’ may change value [-Wconversion]', column='17')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='280', severity='warning', message='use of old-style cast to ‘unsigned char’ [-Wold-style-cast]', column='63')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='292', severity='warning', message='use of old-style cast to ‘struct Snmp_pp::variable_list*’ [-Wold-style-cast]', column='93')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='299', severity='warning', message='use of old-style cast to ‘struct Snmp_pp::variable_list*’ [-Wold-style-cast]', column='91')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='307', severity='warning', message='use of old-style cast to ‘int*’ [-Wold-style-cast]', column='86')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='307', severity='warning', message='useless cast to type ‘int*’ [-Wuseless-cast]', column='79')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='317', severity='warning', message='use of old-style cast to ‘unsigned int’ [-Wold-style-cast]', column='43')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='317', severity='warning', message='use of old-style cast to ‘Snmp_pp::oid_t*’ {aka ‘unsigned int*’} [-Wold-style-cast]', column='70')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='319', severity='warning', message='use of old-style cast to ‘char*’ [-Wold-style-cast]', column='23')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='319', severity='warning', message='use of old-style cast to ‘char*’ [-Wold-style-cast]', column='34')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='319', severity='warning', message='conversion to ‘long unsigned int’ from ‘int’ may change the sign of the result [-Wsign-conversion]', column='45')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='323', severity='warning', message='use of old-style cast to ‘short int’ [-Wold-style-cast]', column='28')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='326', severity='warning', message='use of old-style cast to ‘Snmp_pp::SmiINT32*’ {aka ‘int*’} [-Wold-style-cast]', column='65')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='336', severity='warning', message='use of old-style cast to ‘Snmp_pp::SmiINT32*’ {aka ‘int*’} [-Wold-style-cast]', column='65')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='343', severity='warning', message='use of old-style cast to ‘struct Snmp_pp::counter64*’ [-Wold-style-cast]', column='83')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='353', severity='warning', message='use of old-style cast to ‘unsigned int’ [-Wold-style-cast]', column='67')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='353', severity='warning', message='use of old-style cast to ‘unsigned char*’ [-Wold-style-cast]', column='74')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='362', severity='warning', message='use of old-style cast to ‘unsigned int’ [-Wold-style-cast]', column='58')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='362', severity='warning', message='use of old-style cast to ‘Snmp_pp::oid_t*’ {aka ‘unsigned int*’} [-Wold-style-cast]', column='81')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='364', severity='warning', message='use of old-style cast to ‘char*’ [-Wold-style-cast]', column='35')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='364', severity='warning', message='use of old-style cast to ‘char*’ [-Wold-style-cast]', column='49')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='364', severity='warning', message='conversion to ‘long unsigned int’ from ‘int’ may change the sign of the result [-Wsign-conversion]', column='60')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='394', severity='warning', message='use of old-style cast to ‘Snmp_pp::SmiLPUINT32’ {aka ‘unsigned int*’} [-Wold-style-cast]', column='43')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='394', severity='warning', message='useless cast to type ‘Snmp_pp::SmiLPUINT32’ {aka ‘unsigned int*’} [-Wuseless-cast]', column='26')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='394', severity='warning', message='use of old-style cast to ‘uint32_t’ {aka ‘unsigned int’} [-Wold-style-cast]', column='63')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='401', severity='warning', message='use of old-style cast to ‘uint32_t’ {aka ‘unsigned int’} [-Wold-style-cast]', column='66')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='407', severity='warning', message='use of old-style cast to ‘uint32_t’ {aka ‘unsigned int’} [-Wold-style-cast]', column='65')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='414', severity='warning', message='use of old-style cast to ‘Snmp_pp::SmiLPUINT32’ {aka ‘unsigned int*’} [-Wold-style-cast]', column='48')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='414', severity='warning', message='useless cast to type ‘Snmp_pp::SmiLPUINT32’ {aka ‘unsigned int*’} [-Wuseless-cast]', column='27')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='422', severity='warning', message='use of old-style cast to ‘uint32_t’ {aka ‘unsigned int’} [-Wold-style-cast]', column='68')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='429', severity='warning', message='use of old-style cast to ‘uint32_t’ {aka ‘unsigned int’} [-Wold-style-cast]', column='68')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='436', severity='warning', message='use of old-style cast to ‘uint32_t’ {aka ‘unsigned int’} [-Wold-style-cast]', column='64')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='454', severity='warning', message='use of old-style cast to ‘int32_t’ {aka ‘int’} [-Wold-style-cast]', column='63')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='454', severity='warning', message='useless cast to type ‘int32_t’ {aka ‘int’} [-Wuseless-cast]', column='35')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='463', severity='warning', message='use of old-style cast to ‘struct Snmp_pp::counter64*’ [-Wold-style-cast]', column='38')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='463', severity='warning', message='useless cast to type ‘struct Snmp_pp::counter64*’ [-Wuseless-cast]', column='18')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/snmp_pp_ext.cpp', lineno='463', severity='warning', message='use of old-style cast to ‘struct Snmp_pp::counter64*’ [-Wold-style-cast]', column='77')
